,date,daily_return
0,2020-07-01,0.0
1,2020-07-02,0.004348382556026466
2,2020-07-06,0.01613612624565878
3,2020-07-07,-0.012569099287126123
4,2020-07-08,0.006348581461468449
5,2020-07-09,-0.017788493216354218
6,2020-07-10,0.014897161144434484
7,2020-07-13,-0.0013829960659753927
8,2020-07-14,0.01916187182830674
9,2020-07-15,0.00978583820906066
10,2020-07-16,-0.0035203475029695493
11,2020-07-17,-0.001461723850253111
12,2020-07-20,-0.0006129927522228532
13,2020-07-21,0.008231875499254061
14,2020-07-22,0.005513214573740825
15,2020-07-23,-0.009916139534074268
16,2020-07-24,-0.008244449611373177
17,2020-07-27,0.0026615939666501526
18,2020-07-28,-0.004981912395931619
19,2020-07-29,0.005641677098362793
20,2020-07-30,-0.01225786559116653
21,2020-07-31,-0.0033990719274477194
22,2020-08-03,0.007444264031309574
23,2020-08-04,0.004054453775396192
24,2020-08-05,0.014649331703710765
25,2020-08-06,0.003292941212496608
26,2020-08-07,0.004133041337994164
27,2020-08-10,0.015277637213997306
28,2020-08-11,-0.002807863646362682
29,2020-08-12,0.008650012948970894
30,2020-08-13,-0.0052316281174185865
31,2020-08-14,0.0022740332350987364
32,2020-08-17,-0.004971477778760185
33,2020-08-18,-0.002867495538381353
34,2020-08-19,-0.004566505285173963
35,2020-08-20,-0.0016396705456301198
36,2020-08-21,0.000994444992153831
37,2020-08-24,0.011695385164816744
38,2020-08-25,-4.202398586497383e-06
39,2020-08-26,0.0073559359800646
40,2020-08-27,0.007634166189005209
41,2020-08-28,0.0061256704377595375
42,2020-08-31,-0.00803786321353682
43,2020-09-01,0.007023246327976164
44,2020-09-02,0.01770799750481199
45,2020-09-03,-0.02379951787346111
46,2020-09-04,-0.001968831901115758
47,2020-09-08,-0.023133513490203386
48,2020-09-09,0.011488144445507468
49,2020-09-10,-0.013614607643889023
50,2020-09-11,0.007289539776818998
51,2020-09-14,0.009158210907637639
52,2020-09-15,-0.0010244369801385427
53,2020-09-16,0.005181135958161955
54,2020-09-17,-0.004084086204009244
55,2020-09-18,-0.009570291392660338
56,2020-09-21,-0.019885242181050117
57,2020-09-22,0.005876808996342837
58,2020-09-23,-0.01887469265703194
59,2020-09-24,0.0006880280150667785
60,2020-09-25,0.011695148325225516
61,2020-09-28,0.017331519844237683
62,2020-09-29,-0.005458945795311363
63,2020-09-30,0.010750944757252126
64,2020-10-01,-0.0008007815606600676
65,2020-10-02,-0.0031420285802461305
66,2020-10-05,0.014402150642773164
67,2020-10-06,-0.012536143389248676
68,2020-10-07,0.0179887330008853
69,2020-10-08,0.008370876571936386
70,2020-10-09,0.00019588462753979808
71,2020-10-12,0.010632074841542268
72,2020-10-13,-0.007612833397809199
73,2020-10-14,-0.004520518745743485
74,2020-10-15,0.0035828083700279885
75,2020-10-16,0.002257843941536606
76,2020-10-19,-0.012879784506499898
77,2020-10-20,0.004736515862685334
78,2020-10-21,-0.002856276473115908
79,2020-10-22,0.009666752538816742
80,2020-10-23,-0.0022052178812803627
81,2020-10-26,-0.023154290768638206
82,2020-10-27,-0.009199650644395046
83,2020-10-28,-0.03287101284380578
84,2020-10-29,0.0037849005610680734
85,2020-10-30,-0.0018618151654724423
86,2020-11-02,0.017139316154542294
87,2020-11-03,0.021314486962902078
88,2020-11-04,0.0021107500518583204
89,2020-11-05,0.02097065254732724
90,2020-11-06,-0.002525513377341357
91,2020-11-09,0.046007036911271705
92,2020-11-10,0.010941200565183022
93,2020-11-11,-0.0046748370185685124
94,2020-11-12,-0.0128796063871958
95,2020-11-13,0.01709079626575821
96,2020-11-16,0.018531264265286257
97,2020-11-17,-0.00958096269225029
98,2020-11-18,-0.012875544604517113
99,2020-11-19,0.002625927307911353
100,2020-11-20,-0.006557689733115281
101,2020-11-23,0.0131102029573851
102,2020-11-24,0.016592556131947933
103,2020-11-25,-0.0033424582118435644
104,2020-11-27,-0.000907170822783268
105,2020-11-30,-0.0077047488627017295
106,2020-12-01,0.007211512624493191
107,2020-12-02,0.006034802796400137
108,2020-12-03,0.007901531511986417
109,2020-12-04,0.007600883479855438
110,2020-12-07,-0.00857587960602091
111,2020-12-08,0.0032941564280129076
112,2020-12-09,-0.0029407727637983517
113,2020-12-10,-0.0014787604826574032
114,2020-12-11,0.0032363102584787324
115,2020-12-14,-0.007478402186688491
116,2020-12-15,0.012367838685515262
117,2020-12-16,-0.003931990869350548
118,2020-12-17,0.0029143423125998057
119,2020-12-18,-0.004375699837840957
120,2020-12-21,0.002927869357326288
121,2020-12-22,-0.007322366225485954
122,2020-12-23,0.0038847447971690967
123,2020-12-24,0.0013581054396772023
124,2020-12-28,0.005659109659298929
125,2020-12-29,-0.0023107171601213267
126,2020-12-30,0.0014941671347632702
127,2020-12-31,0.007929188366523496
128,2021-01-04,-0.012008398908923737
129,2021-01-05,0.0067725763906202885
130,2021-01-06,0.010844785302913256
131,2021-01-07,0.009098217537748398
132,2021-01-08,0.0002582668791735921
133,2021-01-11,-0.0001912849355148292
134,2021-01-12,0.004752385513318894
135,2021-01-13,0.0023901367455525045
136,2021-01-14,0.0018678498288248304
137,2021-01-15,-0.006249616945044162
138,2021-01-19,0.0025550855001769375
139,2021-01-20,0.007574332240383122
140,2021-01-21,-0.0015446979177891674
141,2021-01-22,-0.011300332349874573
142,2021-01-25,-0.001050214194133561
143,2021-01-26,-0.0028626018048308792
144,2021-01-27,-0.015288518982046195
145,2021-01-28,0.011798492707946315
146,2021-01-29,-0.019240151772397393
147,2021-02-01,0.0051905391022886065
148,2021-02-02,0.012973600917171826
