date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,VZ,WBA,WMT
2020-07-01,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
2020-07-02,0.028207264840602875,0.0584297850728035,0.021495115011930466,0.04618841037154198,0.03290940448641777,0.021495115011930466,0.024770930409431458,0.021495115011930466,0.027562277391552925,0.0584297850728035,0.025138365104794502,0.02387249283492565,0.0584297850728035,0.021495115011930466,0.021495115011930466,0.0584297850728035,0.0584297850728035,0.0283085647970438,0.02306484431028366,0.021495115011930466,0.021495115011930466,0.021495115011930466,0.0584297850728035,0.024515869095921516,0.021495115011930466,0.0584297850728035,0.0584297850728035,0.0545673742890358
2020-07-06,0.024795355275273323,0.024795355275273323,0.024795355275273323,0.045065294951200485,0.024795355275273323,0.024795355275273323,0.024795355275273323,0.024795355275273323,0.06740076839923859,0.024795355275273323,0.03294827789068222,0.04465476796030998,0.024795355275273323,0.03310510516166687,0.06134816259145737,0.024795355275273323,0.06740076839923859,0.024795355275273323,0.037626542150974274,0.024795355275273323,0.024795355275273323,0.06740076839923859,0.024795355275273323,0.024795355275273323,0.024795355275273323,0.05412784591317177,0.06740076839923859,0.024795355275273323
2020-07-07,0.04457680508494377,0.029698248952627182,0.0550728440284729,0.05593414604663849,0.021017320454120636,0.021017320454120636,0.021017320454120636,0.021017320454120636,0.03208940848708153,0.021017320454120636,0.021017320454120636,0.04853871092200279,0.038012031465768814,0.037901464849710464,0.023628653958439827,0.026226891204714775,0.051252979785203934,0.02558605745434761,0.04398316890001297,0.024107446894049644,0.021017320454120636,0.057131003588438034,0.045711319893598557,0.021017320454120636,0.021017320454120636,0.057131003588438034,0.057131003588438034,0.057131003588438034
2020-07-08,0.0557795912027359,0.026921430602669716,0.02052016369998455,0.02052016369998455,0.02052016369998455,0.0557795912027359,0.02052016369998455,0.02052016369998455,0.03424515575170517,0.0557795912027359,0.0557795912027359,0.02052016369998455,0.02052016369998455,0.0557795912027359,0.03814557194709778,0.02052016369998455,0.0557795912027359,0.02893684059381485,0.02052016369998455,0.02052016369998455,0.02052016369998455,0.0557795912027359,0.0557795912027359,0.047192975878715515,0.02052016369998455,0.02052016369998455,0.0557795912027359,0.0557795912027359
2020-07-09,0.022464046254754066,0.023342376574873924,0.024284949526190758,0.06106361001729965,0.022464046254754066,0.022464046254754066,0.022464046254754066,0.06106361001729965,0.06106361001729965,0.02740492857992649,0.05571482330560684,0.022464046254754066,0.022464046254754066,0.06106361001729965,0.06106361001729965,0.022464046254754066,0.028142016381025314,0.022464046254754066,0.0472031906247139,0.022464046254754066,0.022464046254754066,0.06106361001729965,0.022464046254754066,0.022464046254754066,0.022464046254754066,0.060094840824604034,0.052934564650058746,0.022464046254754066
2020-07-10,0.021858248859643936,0.029969263821840286,0.021858248859643936,0.05442430078983307,0.059416886419057846,0.059416886419057846,0.021858248859643936,0.04860791563987732,0.059416886419057846,0.021858248859643936,0.059416886419057846,0.021858248859643936,0.037187833338975906,0.045656777918338776,0.021858248859643936,0.021858248859643936,0.021858248859643936,0.021858248859643936,0.059416886419057846,0.021858248859643936,0.021858248859643936,0.059416886419057846,0.059416886419057846,0.021858248859643936,0.021858248859643936,0.021858248859643936,0.040361903607845306,0.021858248859643936
2020-07-13,0.02516946755349636,0.028947949409484863,0.0297037735581398,0.02516946755349636,0.027629820629954338,0.02516946755349636,0.02516946755349636,0.06841770559549332,0.02516946755349636,0.06841770559549332,0.06184603273868561,0.02516946755349636,0.04369992017745972,0.06841770559549332,0.02516946755349636,0.02516946755349636,0.06841770559549332,0.02516946755349636,0.03777012974023819,0.02516946755349636,0.025602485984563828,0.02516946755349636,0.02516946755349636,0.02516946755349636,0.02516946755349636,0.02516946755349636,0.06841770559549332,0.02516946755349636
2020-07-14,0.02615596540272236,0.07010600715875626,0.025790557265281677,0.03391030430793762,0.025790557265281677,0.025790557265281677,0.025790557265281677,0.025790557265281677,0.037604693323373795,0.025790557265281677,0.07010600715875626,0.05274444818496704,0.056927889585494995,0.025790557265281677,0.05606149137020111,0.025790557265281677,0.025790557265281677,0.025790557265281677,0.03529511019587517,0.025790557265281677,0.025790557265281677,0.025790557265281677,0.04044077917933464,0.025790557265281677,0.025790557265281677,0.03789239749312401,0.07010600715875626,0.025790557265281677
2020-07-15,0.02240443043410778,0.02240443043410778,0.02354104071855545,0.06090155988931656,0.026013918220996857,0.02240443043410778,0.02240443043410778,0.02240443043410778,0.06090155988931656,0.06090155988931656,0.06090155988931656,0.036574140191078186,0.02240443043410778,0.06090155988931656,0.02240443043410778,0.02240443043410778,0.06090155988931656,0.06090155988931656,0.026014871895313263,0.02240443043410778,0.06090155988931656,0.043643686920404434,0.02240443043410778,0.024947835132479668,0.02240443043410778,0.03111402876675129,0.032084837555885315,0.02240443043410778
2020-07-16,0.02478737384080887,0.02478737384080887,0.06737907230854034,0.06737907230854034,0.06737907230854034,0.02478737384080887,0.02478737384080887,0.02478737384080887,0.02478737384080887,0.02478737384080887,0.02478737384080887,0.03565472736954689,0.0444280207157135,0.044682785868644714,0.02478737384080887,0.02478737384080887,0.02478737384080887,0.02478737384080887,0.06737907230854034,0.02478737384080887,0.02478737384080887,0.06737907230854034,0.02478737384080887,0.02478737384080887,0.02478737384080887,0.02478737384080887,0.06737907230854034,0.02478737384080887
2020-07-17,0.023224443197250366,0.023224443197250366,0.06313058733940125,0.02850325033068657,0.023224443197250366,0.023224443197250366,0.023224443197250366,0.039710722863674164,0.023224443197250366,0.06313058733940125,0.023224443197250366,0.023224443197250366,0.023224443197250366,0.06313058733940125,0.023224443197250366,0.06313058733940125,0.06313058733940125,0.023224443197250366,0.03575334697961807,0.023224443197250366,0.03112202323973179,0.06313058733940125,0.023224443197250366,0.023224443197250366,0.023224443197250366,0.023954087868332863,0.06313058733940125,0.05067577213048935
2020-07-20,0.024355661123991013,0.06620555371046066,0.04093586280941963,0.02456059865653515,0.03638559207320213,0.04842035472393036,0.024355661123991013,0.024355661123991013,0.027254948392510414,0.03810521960258484,0.028670374304056168,0.06464726477861404,0.04412874951958656,0.024355661123991013,0.024355661123991013,0.06620555371046066,0.024355661123991013,0.02505006082355976,0.02775907702744007,0.024355661123991013,0.03373023122549057,0.06620555371046066,0.06620555371046066,0.024355661123991013,0.024355661123991013,0.024355661123991013,0.027617216110229492,0.024355661123991013
2020-07-21,0.022191882133483887,0.047452084720134735,0.022191882133483887,0.022191882133483887,0.04960070177912712,0.022191882133483887,0.022191882133483887,0.02783961594104767,0.022191882133483887,0.02992798574268818,0.060323793441057205,0.023345397785305977,0.02586415782570839,0.040200650691986084,0.022191882133483887,0.05167876556515694,0.060323793441057205,0.022191882133483887,0.060323793441057205,0.022191882133483887,0.025210674852132797,0.05469578504562378,0.027346691116690636,0.060323793441057205,0.022191882133483887,0.029972149059176445,0.060323793441057205,0.04332761466503143
2020-07-22,0.02765493467450142,0.02765493467450142,0.02765493467450142,0.027829041704535484,0.02765493467450142,0.02765493467450142,0.02765493467450142,0.02765493467450142,0.05497865006327629,0.02765493467450142,0.0477440245449543,0.02765493467450142,0.045173149555921555,0.07517390698194504,0.02765493467450142,0.02765493467450142,0.0329139344394207,0.02765493467450142,0.07517390698194504,0.02765493467450142,0.02765493467450142,0.03692064806818962,0.03113006427884102,0.02765493467450142,0.02765493467450142,0.02765493467450142,0.07517390698194504,0.02765493467450142
