date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,VZ,WBA,WMT
2019-01-02,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
2019-01-03,0.022331418469548225,0.022331418469548225,0.022331418469548225,0.04201655834913254,0.05024893581867218,0.022331418469548225,0.022331418469548225,0.022331418469548225,0.022331418469548225,0.022331418469548225,0.0607030913233757,0.036515869200229645,0.0607030913233757,0.0607030913233757,0.04269464313983917,0.027366874739527702,0.0607030913233757,0.03803730383515358,0.022331418469548225,0.038899339735507965,0.022331418469548225,0.022331418469548225,0.0607030913233757,0.03258511424064636,0.022331418469548225,0.0607030913233757,0.022331418469548225,0.03710848465561867
2019-01-04,0.027120083570480347,0.027120083570480347,0.027120083570480347,0.03651814162731171,0.07372003048658371,0.027120083570480347,0.04155556857585907,0.027120083570480347,0.03360465168952942,0.0370369553565979,0.0709993913769722,0.027120083570480347,0.027120083570480347,0.0436837412416935,0.07372003048658371,0.027120083570480347,0.027120083570480347,0.027120083570480347,0.030711067840456963,0.027120083570480347,0.027120083570480347,0.027120083570480347,0.048269122838974,0.03039512038230896,0.027120083570480347,0.027120083570480347,0.027120083570480347,0.04586488753557205
2019-01-07,0.027680354192852974,0.04070991277694702,0.027680354192852974,0.027680354192852974,0.0752430111169815,0.0752430111169815,0.027680354192852974,0.0431850366294384,0.027680354192852974,0.027680354192852974,0.037018999457359314,0.05814668536186218,0.027680354192852974,0.027680354192852974,0.028694722801446915,0.027680354192852974,0.027680354192852974,0.027680354192852974,0.040508490055799484,0.04111611470580101,0.027680354192852974,0.027680354192852974,0.04810775816440582,0.027680354192852974,0.027680354192852974,0.027680354192852974,0.027680354192852974,0.04146021232008934
2019-01-08,0.025484798476099968,0.03019043430685997,0.025484798476099968,0.025484798476099968,0.03736679255962372,0.054438017308712006,0.025484798476099968,0.025484798476099968,0.025484798476099968,0.025484798476099968,0.025484798476099968,0.06927486509084702,0.03870950639247894,0.02653377130627632,0.03721914440393448,0.025484798476099968,0.06166120246052742,0.03869055211544037,0.06927486509084702,0.06927486509084702,0.025484798476099968,0.025484798476099968,0.025484798476099968,0.025484798476099968,0.025484798476099968,0.05793895944952965,0.025484798476099968,0.027154965326189995
2019-01-09,0.022119661793112755,0.06012747809290886,0.022119661793112755,0.06012747809290886,0.022119661793112755,0.04116206243634224,0.023651383817195892,0.022119661793112755,0.022119661793112755,0.0478973314166069,0.027720345184206963,0.04840104654431343,0.027663804590702057,0.06012747809290886,0.03036523051559925,0.022119661793112755,0.06012747809290886,0.022119661793112755,0.022119661793112755,0.03989603370428085,0.03612162172794342,0.022119661793112755,0.022119661793112755,0.059258121997117996,0.05178972706198692,0.022119661793112755,0.022119661793112755,0.06012747809290886
2019-01-10,0.02594149112701416,0.0569486990571022,0.03429640457034111,0.05891997367143631,0.02594149112701416,0.07051628828048706,0.02594149112701416,0.02594149112701416,0.02594149112701416,0.02695140242576599,0.02594149112701416,0.02594149112701416,0.06937845796346664,0.07051628828048706,0.07051628828048706,0.02594149112701416,0.02594149112701416,0.02594149112701416,0.04402121528983116,0.02594149112701416,0.02594149112701416,0.030988188460469246,0.02594149112701416,0.02594149112701416,0.02594149112701416,0.02594149112701416,0.02594149112701416,0.02594149112701416
2019-01-11,0.021381106227636337,0.03798381984233856,0.05811987817287445,0.021381106227636337,0.021381106227636337,0.021381106227636337,0.021381106227636337,0.05811987817287445,0.021381106227636337,0.021381106227636337,0.05811987817287445,0.05811987817287445,0.05811987817287445,0.05811987817287445,0.05811987817287445,0.05309256166219711,0.021381106227636337,0.021381106227636337,0.021381106227636337,0.021381106227636337,0.042661476880311966,0.021381106227636337,0.03286978229880333,0.03894944489002228,0.05811987817287445,0.021381106227636337,0.021381106227636337,0.03014848381280899
2019-01-14,0.029870325699448586,0.045824963599443436,0.023659035563468933,0.026279987767338753,0.03623894229531288,0.0643119290471077,0.023659035563468933,0.04554344713687897,0.023659035563468933,0.023659035563468933,0.023659035563468933,0.0643119290471077,0.030525289475917816,0.0643119290471077,0.053505994379520416,0.023659035563468933,0.023659035563468933,0.023659035563468933,0.023659035563468933,0.028027405962347984,0.023659035563468933,0.023659035563468933,0.0643119290471077,0.023659035563468933,0.023659035563468933,0.0643119290471077,0.023659035563468933,0.051397547125816345
2019-01-15,0.022110994905233383,0.057596977800130844,0.022110994905233383,0.022110994905233383,0.025802725926041603,0.022110994905233383,0.029670866206288338,0.02876867912709713,0.02529698610305786,0.03660810366272926,0.060103919357061386,0.060103919357061386,0.04551960155367851,0.060103919357061386,0.060103919357061386,0.04761458560824394,0.05366778373718262,0.032122138887643814,0.022110994905233383,0.022110994905233383,0.022110994905233383,0.022110994905233383,0.051480092108249664,0.022110994905233383,0.022110994905233383,0.060103919357061386,0.022110994905233383,0.022110994905233383
